SGB_ID,Completeness,Contamination,Genome size (bp),Contig count,N50,GC,BioProject,Domain,Phylum,Class,Order,Family,Genus,Species,fastani_ani
R18__metabat2_low_PE.003.contigs,86.81,2.37,1957983,273,11516,56.8,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
R20__maxbin2_low_prob.016.contigs,92.38,1.03,2130948,131,28593,56.2,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
R20__maxbin2_low_prob.043.contigs,90.0,1.19,1486165,50,88800,54.0,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
R20__metabat2_low_PE.040.contigs,88.33,0.48,1954604,99,26003,55.3,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
R22__metabat2_high_PE.057.contigs,91.4,1.11,2605010,235,18272,54.2,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__RC9 sp900317065,96.35
R22__metabat2_low_PE.056.contigs,86.71,0.0,1968191,113,30064,54.9,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
R24__metabat2_high_PE.033.contigs,95.24,0.24,2430498,72,53649,56.2,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
R24__metabat2_low_PE.050.contigs,91.13,0.95,2033138,213,13578,50.2,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__RC9 sp900316675,97.93
R27__metabat2_high_PE.015.contigs,89.56,1.55,2495859,343,10280,49.1,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
R27__metabat2_high_PE.017.contigs,72.43,3.52,2148351,576,4419,56.7,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__RC9 sp900318565,96.7
R27__metabat2_high_PE.018.contigs,92.7,1.75,2378407,193,20338,53.4,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__RC9 sp900319485,95.01
SAMEA104315421__metabat2_low_PE.015.contigs,94.9,0.0,1777563,43,114220,48.7,PRJEB22765,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__RC9 sp000432655,97.87
SAMEA104315422__metabat2_high_PE.007.contigs,91.98,0.48,2720091,131,35395,50.1,PRJEB22765,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
SAMEA104315427__maxbin2_low_prob.010.contigs,91.35,0.0,1865778,75,45453,48.3,PRJEB22765,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
SAMEA104315427__metabat2_high_PE.030.contigs,91.03,0.9,2905696,238,18084,51.8,PRJEB22765,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
SAMEA104315427__metabat2_low_PE.025.contigs,96.11,0.98,2772819,251,19559,47.6,PRJEB22765,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__RC9 sp000435075,97.22
SAMEA104315429__metabat2_high_PE.016.contigs,88.2,2.0,2270314,355,8891,49.1,PRJEB22765,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__RC9 sp000432515,96.83
SAMEA104315431__metabat2_low_PE.016.contigs,52.17,0.73,1592217,226,9675,51.8,PRJEB22765,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
SAMEA104404100__maxbin2_high_prob.028.contigs,91.43,0.25,1805797,152,22222,43.1,PRJEB23642,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
SAMEA104404100__metabat2_high_PE.052.contigs,74.68,0.71,1434895,389,4161,38.6,PRJEB23642,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
SAMEA3663015__metabat2_high_PE.017.contigs,72.45,1.92,1868845,528,3937,51.8,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
SAMEA3663023__maxbin2_low_prob.014.contigs,93.17,0.52,2059972,86,54863,47.4,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
SAMEA3663023__metabat2_low_PE.030.contigs,93.24,0.48,2388456,127,29932,49.4,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__RC9 sp000434935,96.72
SAMEA3663025__metabat2_low_PE.053.contigs,94.08,0.83,2435746,183,24410,52.4,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
SAMEA3663026__metabat2_low_PE.017.contigs,92.47,1.59,2295756,241,14022,51.8,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
SAMEA3663036__metabat2_high_PE.029.contigs,82.43,3.14,1660491,377,5789,48.0,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
SAMEA3663036__metabat2_high_PE.032.contigs,87.52,0.74,1905043,362,6405,54.8,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
SAMEA3663036__metabat2_low_PE.031.contigs,82.44,0.95,1616694,205,10364,47.4,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
SAMEA3663072__metabat2_low_PE.026.contigs,91.75,1.19,2778043,393,10519,51.9,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__RC9 sp000433355,99.22
SAMEA3663208__metabat2_low_PE.018.contigs,85.95,0.0,1914255,192,15148,52.1,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
SAMEA3663223__metabat2_high_PE.004.contigs,79.07,1.9,1758899,462,4576,53.4,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
SAMEA3663246__metabat2_low_PE.023.contigs,59.94,1.68,1173217,400,3104,54.1,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
SAMEA3663297__metabat2_high_PE.016.contigs,86.35,0.98,1838637,327,7258,51.6,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
Tibetan_p1__metabat2_high_PE.033.contigs,94.05,0.0,2048188,175,18567,43.3,PRJEB20308,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
X22_European_Rabbit__metabat2_high_PE.013.contigs,89.64,0.48,1587337,113,22476,54.5,multi-species,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
X418_Giraffe__metabat2_high_PE.001.contigs,93.83,1.83,2476465,97,38704,49.0,multi-species,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,
R25__metabat2_low_PE.028.contigs,92.52,0.48,1918700,154,21109,48.7,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__UBA1232,s__UBA1232 sp002309115,97.35
SAMEA104315437__metabat2_low_PE.020.contigs,85.88,0.74,1921887,356,6686,40.5,PRJEB22765,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__UBA1232,s__,
SAMEA3663028__metabat2_low_PE.034.contigs,94.05,0.48,1772543,119,20016,47.1,PRJEB11755,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__UBA1232,s__,
X130_Alpine_Ibex__metabat2_high_PE.003.contigs,73.33,4.07,1687691,397,4749,42.2,multi-species,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__UBA1232,s__,
X5_European_Hare__metabat2_low_PE.003.contigs,95.48,0.0,1558370,44,44742,45.7,multi-species,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__UBA1232,s__,
R22__metabat2_high_PE.025.contigs,88.26,1.61,2216551,299,9994,48.6,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__WCHB1-69,g__F23-D06,s__F23-D06 sp002392325,97.57
R23__metabat2_high_PE.022.contigs,97.47,0.56,2769133,37,99432,49.1,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__WCHB1-69,g__F23-D06,s__,
R25__metabat2_low_PE.038.contigs,92.99,2.17,2843011,356,10841,49.3,PRJNA532626,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__WCHB1-69,g__F23-D06,s__,
X137_Gaur__metabat2_high_PE.006.contigs,96.01,0.99,3415122,259,20137,32.2,multi-species,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__,s__,
X407_African_Bush_Elephant__metabat2_high_PE.001.contigs,54.77,3.67,1633292,503,3324,38.0,multi-species,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__UBA5422,s__,
DHCMC07803__metabat2_high_PE.045.contigs,72.07,0.0,1228771,397,3364,57.7,PRJNA417359,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__UBA1820,g__UBA1820,s__UBA1820 sp002314265,97.86
X405_Nile_Crocodile__maxbin2_low_prob.001.contigs,93.44,1.47,1925873,123,28935,44.6,multi-species,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__,s__,
SAMEA3663013__metabat2_high_PE.026.contigs,96.11,1.41,1702158,233,10195,38.6,PRJEB11755,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__,
SAMEA3663025__metabat2_high_PE.005.contigs,90.28,2.21,1433515,286,6923,33.4,PRJEB11755,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter sp002139915,98.04
CBJMI02800__metabat2_low_PE.005.contigs,97.97,1.16,1644562,119,25362,30.2,PRJNA417359,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter_D,s__Campylobacter_D jejuni,97.57
Cebus_capucinus_imitator_PRJNA485217_SSR105__metabat2_low_PE.008.contigs,90.87,1.96,1589954,135,19200,32.1,PRJNA485217,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter_D,s__,
SAMEA3387464__metabat2_low_PE.019.contigs,70.82,0.43,1161780,393,3089,34.9,PRJEB9357,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter_D,s__Campylobacter_D upsaliensis,96.68
X244_Common_House_Martin__metabat2_high_PE.010.contigs,82.44,0.49,1227335,232,6155,28.8,multi-species,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter_D,s__,
SAMEA104404100__maxbin2_low_prob.070.contigs,90.98,0.12,1279157,257,6271,35.0,PRJEB23642,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__,s__,
X103_Eurasian_Blackcap__metabat2_low_PE.003.contigs,97.77,0.12,1521337,39,76423,33.3,multi-species,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__,s__,
X347_Brown_Bear__metabat2_high_PE.010.contigs,96.69,1.0,2413418,205,17095,33.2,multi-species,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_A,s__,
SAMEA104315434__metabat2_low_PE.003.contigs,93.39,0.57,2121977,255,11602,40.6,PRJEB22765,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_B,s__,
Monroe_p2__metabat2_low_PE.039.contigs,71.68,1.31,1191085,389,3322,39.9,PRJEB20308,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_C,s__Helicobacter_C magdeburgensis,96.38
Oklahoma_p2__metabat2_low_PE.004.contigs,99.29,0.0,1559538,26,114433,35.8,PRJEB20308,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_D,s__Helicobacter_D winghamensis,98.7
SAMEA104404106__maxbin2_high_prob.019.contigs,52.7,2.72,869438,355,2424,33.8,PRJEB23642,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_D,s__,
SAMEA3663047__metabat2_low_PE.016.contigs,84.81,1.88,1355618,329,4877,38.2,PRJEB11755,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_F,s__Helicobacter_F sp002287135,96.9
DSTMD04001__metabat2_low_PE.002.contigs,90.9,1.32,1371254,195,10688,38.3,PRJNA417359,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_G,s__,
SAMEA104315426__metabat2_low_PE.009.contigs,79.66,2.27,1498345,416,4121,41.7,PRJEB22765,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__NHYM01,s__,
SAMEA104315433__metabat2_low_PE.023.contigs,90.05,3.99,1938841,383,6539,40.7,PRJEB22765,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__NHYM01,s__,
X213_Goose__maxbin2_high_prob.003.contigs,92.44,0.94,1398629,170,12635,33.6,multi-species,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__NHYM01,s__,
X21_Yellow_necked_Field_Mouse__maxbin2_high_prob.002.contigs,76.41,3.46,1793658,444,4297,44.9,multi-species,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__NHYN01,s__,
R18__metabat2_low_PE.030.contigs,56.55,0.0,1280467,486,2692,53.3,PRJNA532626,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__,s__,
DSTMC04003__metabat2_low_PE.018.contigs,78.77,1.42,1336286,177,11729,40.3,PRJNA417359,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__,g__,s__,
SAMEA3663006__metabat2_low_PE.025.contigs,84.43,2.14,2205133,469,6121,33.6,PRJEB11755,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__,s__,
SAMEA104315435__metabat2_low_PE.011.contigs,61.06,3.13,1411905,438,3370,34.6,PRJEB22765,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__CAG-196,s__,
SAMEA3663010__metabat2_high_PE.026.contigs,60.44,0.34,1128558,392,3091,35.4,PRJEB11755,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__CAG-196,s__,
SAMEA104315421__metabat2_high_PE.028.contigs,90.31,0.85,2068770,37,119221,36.6,PRJEB22765,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__RUG841,s__RUG841 sp900313795,98.96
SAMEA104315428__metabat2_low_PE.039.contigs,90.31,1.28,2036857,62,45179,36.9,PRJEB22765,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__RUG841,s__,
SAMEA104315430__metabat2_low_PE.035.contigs,82.64,1.07,1777199,387,5476,36.1,PRJEB22765,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__RUG841,s__,
SAMEA104315436__metabat2_low_PE.043.contigs,90.31,0.85,2004942,82,42095,38.0,PRJEB22765,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__RUG841,s__,
SAMEA3663118__metabat2_high_PE.014.contigs,88.03,0.0,1924767,165,17887,29.9,PRJEB11755,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__UBA2883,s__,
SAMEA104315421__metabat2_low_PE.020.contigs,87.18,0.85,1755148,54,52574,32.4,PRJEB22765,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__UBA6984,s__UBA6984 sp003258725,98.42
SAMEA104315436__metabat2_low_PE.046.contigs,82.05,0.0,1877633,205,13715,32.3,PRJEB22765,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__UBA6984,s__,
SAMEA104315422__maxbin2_low_prob.018.contigs,88.89,0.0,1956663,60,65049,31.0,PRJEB22765,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__UBA791,s__,
SAMEA104315429__metabat2_high_PE.022.contigs,86.06,0.43,1739125,181,14524,31.7,PRJEB22765,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__UBA791,s__,
SAMEA104315420__metabat2_high_PE.040.contigs,88.81,2.14,1788142,107,25679,32.9,PRJEB22765,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Zag1,s__Zag1 sp001765415,98.43
SAMEA3663023__maxbin2_low_prob.025.contigs,89.74,0.85,1985662,50,102447,32.1,PRJEB11755,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Zag111,s__Zag111 sp002103105,97.96
Rahab_p1__metabat2_high_PE.009.contigs,50.44,1.77,863616,334,2591,32.0,PRJEB20308,d__Bacteria,p__Deferribacterota,c__Deferribacteres,o__Deferribacterales,f__Mucispirillaceae,g__Mucispirillum,s__,
CHCFR05602__maxbin2_high_prob.029.contigs,86.92,2.33,2902411,745,4626,59.5,PRJNA417359,d__Bacteria,p__Desulfobacterota_A,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__,s__,
NBJMR02800__metabat2_high_PE.022.contigs,100.0,0.0,3726782,332,16479,60.5,PRJNA417359,d__Bacteria,p__Desulfobacterota_A,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Bilophila,s__Bilophila wadsworthia,99.1
DGYFI06202__metabat2_high_PE.036.contigs,98.22,0.59,2843149,201,21836,64.6,PRJNA417359,d__Bacteria,p__Desulfobacterota_A,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__,
DHKFC23501__metabat2_high_PE.008.contigs,53.55,0.72,1281222,487,2648,59.5,PRJNA417359,d__Bacteria,p__Desulfobacterota_A,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__,
MHCFR05601__metabat2_high_PE.031.contigs,99.26,0.89,2500363,130,32772,64.2,PRJNA417359,d__Bacteria,p__Desulfobacterota_A,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio piger,95.49
NHCFC04200__metabat2_low_PE.055.contigs,98.82,1.18,2638763,87,44937,64.6,PRJNA417359,d__Bacteria,p__Desulfobacterota_A,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__,
LBJMC04202__metabat2_low_PE.018.contigs,98.63,1.38,2850577,210,26927,56.4,PRJNA417359,d__Bacteria,p__Desulfobacterota_A,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Mailhella,s__,
SAMEA104404100__metabat2_high_PE.071.contigs,84.32,0.0,1576577,220,9699,31.8,PRJEB23642,d__Bacteria,p__Desulfobacterota_A,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Mailhella,s__,
NBJMC04201__metabat2_high_PE.052.contigs,67.9,1.19,821663,279,3144,55.0,PRJNA417359,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__,s__,
SAMEA104315427__metabat2_low_PE.013.contigs,74.09,1.12,1231961,329,3989,50.1,PRJEB22765,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__,s__,
SAMEA104315435__metabat2_low_PE.015.contigs,61.96,3.33,806675,239,3727,54.6,PRJEB22765,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__,s__,
SAMEA3663015__metabat2_low_PE.015.contigs,91.39,1.19,1418690,260,6933,44.1,PRJEB11755,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__UBA1174,s__,
SAMEA104315430__metabat2_low_PE.016.contigs,96.63,0.56,1552801,72,30822,49.9,PRJEB22765,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__UBA1436,s__,
R20__metabat2_high_PE.044.contigs,94.19,0.0,2646838,178,27931,44.9,PRJNA532626,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__UBA9959,g__,s__,
R03__maxbin2_low_prob.031.contigs,74.36,4.49,2279841,699,3615,54.1,PRJNA532626,d__Bacteria,p__Eremiobacterota,c__UBP9,o__UBA4705,f__UBA4705,g__,s__,
SAMEA3663085__maxbin2_low_prob.021.contigs,94.51,0.0,3494457,259,23123,50.5,PRJEB11755,d__Bacteria,p__Fibrobacterota,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__Fibrobacter,s__Fibrobacter sp900142475,95.0
R14__maxbin2_high_prob.015.contigs,100.0,0.0,2946602,88,65604,50.3,PRJNA532626,d__Bacteria,p__Fibrobacterota,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__Fibrobacter_A,s__,
SAMEA104315433__metabat2_low_PE.037.contigs,87.55,3.48,2395228,375,9201,44.9,PRJEB22765,d__Bacteria,p__Fibrobacterota,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__Fibrobacter_A,s__Fibrobacter_A sp003003115,99.68
SAMEA3663026__maxbin2_low_prob.019.contigs,98.29,0.0,3149242,76,101216,47.6,PRJEB11755,d__Bacteria,p__Fibrobacterota,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__Fibrobacter_A,s__Fibrobacter_A intestinalis,97.98
C._urophasianus_2_cecum__metabat2_low_PE.014.contigs,98.67,0.11,1349712,40,91935,33.4,PRJNA336354,d__Bacteria,p__Firmicutes,c__Bacilli,o__Acholeplasmatales,f__CAG-307,g__,s__,
Juniper_p2__metabat2_high_PE.004.contigs,61.33,0.11,535029,210,2605,29.1,PRJEB20308,d__Bacteria,p__Firmicutes,c__Bacilli,o__Acholeplasmatales,f__CAG-307,g__,s__,
SAMEA103957793__metabat2_high_PE.005.contigs,96.67,0.11,1506875,91,29720,27.3,PRJEB20308,d__Bacteria,p__Firmicutes,c__Bacilli,o__Acholeplasmatales,f__CAG-307,g__,s__,
X410_Impala__metabat2_high_PE.006.contigs,91.88,1.14,2791922,346,11186,43.5,multi-species,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__FJAT-27916,s__,
X81_Wolf__maxbin2_low_prob.004.contigs,57.34,3.83,2683605,683,4127,42.8,multi-species,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae,g__Planococcus_A,s__,
X426_Ural_Owl__maxbin2_high_prob.001.contigs,86.35,4.15,2549394,388,8202,43.9,multi-species,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae,g__Sporosarcina_A,s__,
R03__metabat2_low_PE.061.contigs,98.11,3.77,1553056,137,15214,30.1,PRJNA532626,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__,s__,
R17__metabat2_high_PE.012.contigs,98.43,0.13,3058493,231,21939,32.8,PRJNA532626,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__,s__,
Snoopy_p2__metabat2_low_PE.005.contigs,95.28,0.0,1620782,254,9228,30.3,PRJEB20308,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__,s__,
SAMEA3387515__metabat2_high_PE.030.contigs,100.0,0.0,2146038,141,24411,33.7,PRJEB9357,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__Catenibacterium,s__Catenibacterium sp000437715,97.19
SAMEA104404106__metabat2_high_PE.001.contigs,100.0,0.47,1581129,70,42823,31.2,PRJEB23642,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__Coprobacillus,s__,
Bissell_p1__metabat2_low_PE.001.contigs,90.25,0.0,1770633,418,4972,28.9,PRJEB20308,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__Erysipelatoclostridium,s__,
Cebus_capucinus_imitator_PRJNA485217_SSR012__metabat2_high_PE.008.contigs,64.74,1.08,2481091,782,3378,31.3,PRJNA485217,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__Erysipelatoclostridium,s__Erysipelatoclostridium ramosum,99.51
Snoopy_p1__metabat2_high_PE.009.contigs,53.62,0.0,1003033,398,2584,30.5,PRJEB20308,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__Erysipelatoclostridium,s__Erysipelatoclostridium sp000752095,98.16
